train_loss	train_acc	val_loss	val_acc
7.685094090805054	0.016998	5.420573906440735	0.07795
4.973028210571289	0.12438199999999999	3.7663005292129514	0.24413
3.753628110332489	0.25723	2.9998513752174376	0.36202
3.076950596946716	0.353854	2.61437202375412	0.43119
2.648773798080444	0.423512	2.3909038008975982	0.46966
2.3352807356910708	0.477608	2.217272464609146	0.50204
2.0976926113529206	0.520174	2.1113417366600036	0.5221800000000001
1.6481270542669297	0.61315	1.8811860635614395	0.57369
1.5346169182043075	0.637824	1.8540471280288697	0.5789300000000001
1.4811587946915628	0.64879	1.8315953958797455	0.58382
1.4384260085954665	0.657392	1.8125127875232696	0.5859800000000001
1.3991824274387359	0.665762	1.8011113856935501	0.5893200000000001
1.368008233693123	0.671554	1.7856516675043106	0.5922200000000001
1.3344650474834443	0.678438	1.7825515931797027	0.5928100000000001
1.2827328052606584	0.690562	1.7762399749159814	0.59447
1.273406749528885	0.693458	1.776040104329586	0.5954400000000001
1.2702967655820847	0.693264	1.7683497587609291	0.5977800000000001
1.265271818359852	0.694916	1.7631645864009857	0.5966400000000001
1.2609610150756836	0.69565	1.7643893523859977	0.59748
1.2571118332257272	0.697048	1.7577350472688675	0.59799
1.255388685002327	0.6966559999999999	1.765457248468399	0.5974
1.2499052255043983	0.697742	1.7591546992635727	0.59774
1.2504394246511459	0.69733	1.7648790316724776	0.59752
1.247707556204319	0.698198	1.767189639401436	0.59811
1.2455818715100289	0.6991379999999999	1.7653975278139113	0.59818
