train_loss	train_acc	val_loss	val_acc
9.210796267456054	9.2e-05	9.209784790802003	0.00011
9.120846640289306	0.000148	9.065743342285156	0.00022
8.963618740905762	0.000248	8.720433894195557	0.00036
8.365334262908936	0.001774	7.880861334075928	0.00421
7.511229392715454	0.008498	7.11481546661377	0.01657
6.809444236709595	0.023156	6.531115399093628	0.03415
6.2527743336639405	0.044879999999999996	6.125018780517578	0.056670000000000005
5.358223783432007	0.107304	5.69963164478302	0.09332000000000001
5.170366132263184	0.123414	5.636789075202942	0.09954
5.0419869260635375	0.134434	5.548063500213623	0.10427000000000002
4.923944221229553	0.144346	5.498671263465881	0.10962000000000001
4.809834474235535	0.154414	5.465550790672302	0.11443
4.6951596549072265	0.16430999999999998	5.422256262893677	0.11997000000000001
4.584456340957642	0.17457399999999998	5.407894983177185	0.12067000000000001
4.322685617179871	0.20674199999999998	5.379363627471924	0.12895
4.282922730747223	0.21215799999999999	5.375166465530396	0.13058
4.261601667419433	0.21490599999999999	5.365343603858948	0.13061
4.243550821640015	0.21652	5.357096217193604	0.13203
4.222421891780853	0.21875799999999998	5.371670500030517	0.13133
4.204248024730682	0.22058	5.358978403434754	0.13259
4.185825395378113	0.222104	5.355677685508728	0.13383
4.147633784492493	0.227798	5.369973764457702	0.13426000000000002
4.145549359767914	0.22769999999999999	5.3631948503494264	0.1348
4.142402374328613	0.228298	5.3644069624710085	0.135
4.140526930000306	0.22860999999999998	5.3689681619262695	0.13372
