train_loss	train_acc	val_loss	val_acc
9.208245216552735	0.000136	9.195325849761963	0.00023
8.986127050628662	0.000326	8.550301291503906	0.0010600000000000002
8.148908891693114	0.002548	7.586024956817627	0.0069700000000000005
7.404520355697632	0.010338	6.899363839492798	0.020880000000000003
6.888560223083496	0.023832	6.476017735061646	0.038110000000000005
6.540405048614502	0.038716	6.186284401626587	0.05577000000000001
6.295784301467895	0.052236	5.933726987838745	0.07222
5.978908829055786	0.07976	5.821459634284973	0.09093000000000001
5.927759504196167	0.08395799999999999	5.716467122459411	0.09766000000000001
5.893527993019104	0.086348	5.742734558715821	0.09616000000000001
5.871151795341492	0.087714	5.7533643125152585	0.09693
5.853473709060669	0.089492	5.751479832267761	0.09653
5.827500796684265	0.090974	5.699712804031372	0.10065
5.808709759895325	0.09315	5.665836008377076	0.10293000000000001
5.763138529975891	0.097272	5.634608876037598	0.10563000000000002
5.759872699287414	0.09794	5.643753549880982	0.10642000000000001
5.754966072769165	0.09859	5.617865590286255	0.10733000000000001
5.752103646697998	0.098744	5.605932950248718	0.10808000000000001
5.746335845428467	0.0996	5.613685416603088	0.10848000000000001
5.74637689717865	0.099728	5.689564222412109	0.10438000000000001
5.742922250869751	0.100088	5.610932899131775	0.10812000000000001
5.738251148040772	0.10009799999999999	5.612485101356507	0.10895
5.739810729110718	0.10001399999999999	5.671734454460144	0.10486000000000001
5.738408982589721	0.100572	5.637149440612793	0.10741
5.736875068244934	0.10034399999999999	5.61600531627655	0.10834
