train_loss	train_acc	val_loss	val_acc
9.043569053619384	0.000214	8.787117699432374	0.0006000000000000001
8.534870146987915	0.0010379999999999999	8.054878954162598	0.0023000000000000004
7.977122714813232	0.003232	7.477971163024902	0.00816
7.473646886428833	0.0077399999999999995	6.931475180664062	0.01767
7.015677520507812	0.015684	6.4725634291839595	0.03161
6.602144609283448	0.026813999999999998	6.06108609588623	0.05109
6.234421314849854	0.04177	5.721160637817383	0.07202
5.7669094218521115	0.071516	5.40390566532135	0.1057
5.665742073776245	0.079536	5.360413341674804	0.11044000000000001
5.604293629203797	0.083512	5.292319470863342	0.11691000000000001
5.5484641284637455	0.08780199999999999	5.238918900527954	0.11928000000000001
5.495805181625366	0.09158999999999999	5.196700318641662	0.12316
5.4441634410858155	0.095688	5.162826407546997	0.12636
5.394462096199035	0.09906999999999999	5.105863056030273	0.1315
5.321248698829651	0.10611799999999999	5.06135571105957	0.13639
5.312846040939331	0.106276	5.061827157859803	0.13624
5.305871956321717	0.107746	5.051884346733093	0.137
5.2980177889785764	0.10843	5.05048924659729	0.13729000000000002
5.2930304015350345	0.108918	5.050830688209533	0.13682000000000002
5.285589744827271	0.10980799999999999	5.029234934082031	0.13879000000000002
5.277590198097229	0.110806	5.02738229007721	0.13987000000000002
5.270247402610779	0.111062	5.0275844713974	0.13911
5.267243345916748	0.11111199999999999	5.020909236755371	0.13923000000000002
5.2686384670028685	0.11089399999999999	5.035647195053101	0.13945000000000002
5.270343378822327	0.110484	5.03156061252594	0.13874
