train_loss	train_acc	val_loss	val_acc
8.614143102081298	0.0070079999999999995	7.347937577667237	0.030920000000000003
6.691610658111572	0.056386	5.667434061279297	0.10474000000000001
5.440486183517456	0.129954	4.64033883354187	0.18575000000000003
4.599541608474731	0.20166399999999998	3.993499017562866	0.25502
4.002601998428345	0.266922	3.569919117050171	0.30568
3.5625059282226563	0.320836	3.254095945892334	0.34975
3.2269132532730103	0.36646399999999996	3.0402812915802	0.38032000000000005
2.9105503152160646	0.42552199999999996	2.9210965354537963	0.40634000000000003
2.8488317703933714	0.43856599999999996	2.8849815163040162	0.41076
2.8143812006759643	0.44428399999999996	2.873039088783264	0.41293
2.782983946296692	0.44828799999999996	2.8503987260437014	0.41739000000000004
2.7542943209228516	0.45283999999999996	2.823750167198181	0.42127000000000003
2.7267927498474123	0.45706199999999997	2.804441328010559	0.42285000000000006
2.699992756164551	0.461482	2.793573902320862	0.42604000000000003
2.664984848236084	0.467586	2.789892305831909	0.42627000000000004
2.6613063270339965	0.46814999999999996	2.784979015083313	0.42621000000000003
2.6585952933273314	0.46974	2.782179514808655	0.42746000000000006
2.6565294713516234	0.46949799999999997	2.7710872663497925	0.42882000000000003
2.651586228363037	0.470416	2.777552661399841	0.42924
2.6506451226119996	0.47026399999999996	2.7737574145889283	0.42814
